db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,execution_type,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order,num_tables,total_columns,total_rows,total_numeric_columns,total_categorical_columns,avg_columns_per_table,avg_rows_per_table,avg_numeric_categorical_ratio,avg_unique_vals,max_unique_vals,avg_data_sparsity,num_columns,num_rows,num_numeric_columns,num_categorical_columns,numeric_categorical_ratio,num_selected_columns,num_order_columns,limit_value,syntax_complexity,has_where,has_group_by,has_having,has_order_by,has_limit,has_distinct,has_join,has_subquery,has_union,has_aggregation,query_complexity,text_length,num_tokens,num_words,num_nouns,num_verbs,num_adjectives,num_entities,num_clauses,avg_sentence_length,keyword_score,semantic_complexity,token_prompt_count
data/db_categorical_simple.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_auto`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2011], [2013], [2017], [2019], [2019]]",SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,7,25,3,4,7.0,25.0,0.75,14.571428571428571,25,0.0,7,25,3,4,0.75,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2257478669166565,108,24,16,4,4,1,2,0,12.0,2,0.3236966729164123,1568
data/db_categorical_simple.sqlite,dataset_auto,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_auto`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2022], [2021], [2020], [2019], [2018]]",SELECT `Anno` FROM `dataset_auto` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,7,25,3,4,7.0,25.0,0.75,14.571428571428571,25,0.0,7,25,3,4,0.75,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2255847398281097,109,24,16,4,4,1,2,0,12.0,2,0.3171184957027435,1568
data/db_categorical_simple.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[1942], [1972], [1974], [1991], [1993]]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,6,25,3,3,6.0,25.0,1.0,18.666666666666668,25,0.0,6,25,3,3,1.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2351638207435608,115,24,16,5,4,1,2,0,12.0,2,0.4165955185890198,1423
data/db_categorical_simple.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Anno` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[2019], [2017], [2014], [2013], [2012]]",SELECT `Anno` FROM `dataset_film_famosi` ORDER BY `Anno` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,6,25,3,3,6.0,25.0,1.0,18.666666666666668,25,0.0,6,25,3,3,1.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2349537287712097,116,24,16,5,4,1,2,0,12.0,2,0.4088432192802429,1423
data/db_categorical_simple.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Forrest Gump'], ['Il Padrino'], ['Inception'], ['La Lista di Schindler'], ['Titanic']]",SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,6,25,3,3,6.0,25.0,1.0,18.666666666666668,25,0.0,6,25,3,3,1.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.226659212064743,117,24,16,4,4,1,3,0,12.0,2,0.323980301618576,1423
data/db_categorical_simple.sqlite,dataset_film_famosi,ORDERBY-PROJECT,Select only the column `Titolo` from `dataset_film_famosi`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Titanic'], ['The Lord of the Rings: The Return of the King'], ['The Godfather'], ['Pulp Fiction'], ['Forrest Gump']]",SELECT `Titolo` FROM `dataset_film_famosi` ORDER BY `Titolo` DESC LIMIT 5,0,remove,0.0,0.2,0.2,0.0,1.0,0.2,1.0,1,6,25,3,3,6.0,25.0,1.0,18.666666666666668,25,0.0,6,25,3,3,1.0,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2263266003608703,118,24,16,4,4,1,3,0,12.0,2,0.313165009021759,1423
data/db_categorical_simple.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `nome` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Monumento di Italia 1'], ['Monumento di Italia 2'], ['Monumento di Francia 1'], ['Monumento di USA 1'], ['Monumento di Brasile 1']]",SELECT `nome` FROM `monumenti_reali` ORDER BY `nome` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,30,2,3,5.0,30.0,0.6666666666666666,24.2,30,0.0,5,30,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.213965288823843,111,24,16,4,4,2,2,0,12.0,2,0.021632220596075,1534
data/db_categorical_simple.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `anno_costruzione` from `monumenti_reali`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['70'], ['1173'], ['1886'], ['1889'], ['1922']]",SELECT `anno_costruzione` FROM `monumenti_reali` ORDER BY `anno_costruzione` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,30,2,3,5.0,30.0,0.6666666666666666,24.2,30,0.0,5,30,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2161935284018516,123,24,15,4,4,2,2,0,12.0,2,0.0473382100462913,1537
data/db_categorical_simple.sqlite,monumenti_reali,ORDERBY-PROJECT,Select only the column `materiale` from `monumenti_reali`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['acciaio'], ['pietra'], ['calcestruzzo'], ['marmo'], ['legno']]",SELECT `materiale` FROM `monumenti_reali` ORDER BY `materiale` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,30,2,3,5.0,30.0,0.6666666666666666,24.2,30,0.0,5,30,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2153626515984535,117,24,16,4,4,2,2,0,12.0,2,0.041566289961338,1536
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Average weight (kg)` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Blue whale', 'Mammal', 'Oceans', 150000], ['African elephant', 'Mammal', 'African savannas', 6000], ['White rhinoceros', 'Mammal', 'African savannas', 3000], ['Hippopotamus', 'Mammal', 'African rivers', 2500], ['Giraffe', 'Mammal', 'Savannas', 1800]]",SELECT * FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,remove,0.0,0.733,0.55,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,5,3,5.0,14.6,False,False,False,True,True,False,False,False,False,True,0.304103882932663,109,27,18,6,3,2,1,0,27.0,4,0.0550970733165741,1266
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,"List the top 5 rows from the table `animals`, sorted by the column `Name` in ascending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Mammal', 'African savannas', 70, 6000.0, 'African Elephant'], ['Mammal', 'Savannas', 14, 190.0, 'Baboon'], ['Reptile', 'Rivers and lakes', 70, 500.0, 'Nile Crocodile'], ['Bird', 'Mountains', 25, 6.0, 'Golden Eagle'], ['Bird', 'Antarctica', 20, 30.0, 'Emperor Penguin']]",SELECT * FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,remove,0.0,0.364,0.381,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,5,1,5.0,13.8,False,False,False,True,True,False,False,False,False,False,0.2623390420953433,93,23,16,6,3,1,1,0,23.0,3,0.0593093857169151,1263
data/categorical_simple_eng.sqlite,animals,ORDERBY-SINGLE,Show the first 5 entries ordered by Average weight (kg) in descending order for the table animals,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Blue whale', 'Mammal', 'Oceans', 90], ['African elephant', 'Mammal', 'African savannas', 70], ['White rhinoceros', 'Mammal', 'African savannas', 50], ['Hippopotamus', 'Mammal', 'African rivers', 40], ['Nile crocodile', 'Reptile', 'Rivers and lakes', 70]]",SELECT * FROM `animals` ORDER BY `Average weight (kg)` DESC LIMIT 5,0,remove,0.0,0.8,0.6,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,5,3,5.0,14.6,False,False,False,True,True,False,False,False,False,True,0.2167403436024984,97,19,16,5,3,2,2,0,19.0,2,0.0426752567291259,1261
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Name` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African Elephant'], ['African Penguin'], ['Alligator'], ['Albatross'], ['Arctic Fox']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2196200178146362,103,24,17,5,4,1,2,0,12.0,2,0.0580004453659057,1264
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average lifespan` from `animals`. Sort it in descending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[70], [60], [50], [40], [30]]",SELECT `Average lifespan` FROM `animals` ORDER BY `Average lifespan` DESC LIMIT 5,0,remove,0.0,0.2,0.333,0.0,1.0,0.0,1.0,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,1,2,5.0,12.1,False,False,False,True,True,False,False,False,False,True,0.2442226154963175,116,25,18,5,4,2,2,0,12.5,3,0.1488987207412719,1265
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Select only the column `Average weight (kg)` from `animals`. Sort it in ascending order and return the first 5 values.,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[[0.1, 'Seahorse'], [0.2, 'Panther chameleon'], [1, 'Peregrine falcon'], [1, 'Macaw parrot'], [6, 'Golden eagle']]",SELECT `Average weight (kg)` FROM `animals` ORDER BY `Average weight (kg)` ASC LIMIT 5,0,remove,0.0,0.333,0.6,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,1,3,5.0,12.8,False,False,False,True,True,False,False,False,False,True,0.2596955597082774,118,28,19,5,4,2,2,0,14.0,3,0.1807223260402679,1267
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Name ordered in ascending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African Elephant'], ['Gazelle'], ['Saltwater Crocodile'], ['Golden Eagle'], ['Emperor Penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` ASC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2111256708145142,99,18,17,5,4,1,2,0,18.0,1,0.180641770362854,1260
data/categorical_simple_eng.sqlite,animals,ORDERBY-PROJECT,Project the Name ordered in descending order for the table animals and show only the first 5 entries,deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['African Elephant'], ['Blue Whale'], ['Giant Tortoise'], ['Saltwater Crocodile'], ['Penguin']]",SELECT `Name` FROM `animals` ORDER BY `Name` DESC LIMIT 5,0,remove,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1,5,25,2,3,5.0,25.0,0.6666666666666666,17.0,25,0.0,5,25,2,3,0.6666666666666666,1,1,5.0,11.8,False,False,False,True,True,False,False,False,False,False,0.2108670308589935,100,18,17,5,4,1,2,0,18.0,1,0.1716757714748382,1260
data/categorical_simple_eng.sqlite,cars,ORDERBY-SINGLE,"List the top 5 rows from the table `cars`, sorted by the column `Model` in descending order.",deepseek-ai/DeepSeek-R1-Distill-Llama-70B-free,"[['Volvo', 2022, 'SUV', 250, 7.1, 'Sweden'], ['Volkswagen', 2021, 'Sedan', 130, 5.1, 'Germany'], ['Toyota', 2023, 'SUV', 116, 4.7, 'Japan'], ['Tesla', 2022, 'Sedan', 283, 0.0, 'USA'], ['Subaru', 2022, 'SUV', 150, 6.7, 'Japan']]",SELECT * FROM `cars` ORDER BY `Model` DESC LIMIT 5,0,remove,0.0,0.542,0.464,0.0,1.0,0.0,0.5,1,7,25,3,4,7.0,25.0,0.75,14.571428571428571,25,0.0,7,25,3,4,0.75,7,1,5.0,14.8,False,False,False,True,True,False,False,False,False,False,0.2603788630882899,92,23,16,5,3,1,2,0,23.0,3,0.1378049105405807,1518
